报告编码,医院_伤害,医院_伤害_input,医院_伤害表现,医院_器械故障表现,医院_使用过程,医院_事件原因分析,医院_事件原因分析描述,企业_伤害表现,企业_伤害_input,企业_器械故障表现,企业_使用过程,企业_事件原因分析
1406501052023000248,其他,[CLS]未造成任何人员伤害[SEP]D040505_流速不准[SEP]正常使用过程中输液速率不准确[SEP],未造成任何人员伤害,D040505_流速不准,正常使用过程中输液速率不准确,产品原因（包括说明书等）,长期使用导致机器输液速率不准确,未造成任何人员伤害,[CLS]未造成任何人员伤害[SEP]D040505_流速不准[SEP]正常使用过程中输液速率不准确[SEP],D040505_流速不准,正常使用过程中输液速率不准确,由于医院长期未进行注射器校准设备内存储的注射器参数与实际上泵的注射器参数不一致设备无法正常控制注射器管路内液体流速导致实际流速大于设定流速
1223401032023003590,其他,[CLS]null[SEP]电源接触不良[SEP]电源接触不良[SEP],null,电源接触不良,电源接触不良,无法确定,null,null,[CLS]null[SEP]电源接触不良[SEP]电源接触不良[SEP],电源接触不良,电源接触不良,由于该设备已使用5年处于超预期使用状态长期临床使用频繁插拔电源线电源线端口处磨损导致与设备接触不良
1213304092023000143,其他,[CLS]及时发现未造成伤害[SEP]机器报错离合未闭[SEP]护士把注射器装在微泵上开始使用机器报错离合未闭机器故障超过使用年限报废[SEP],及时发现未造成伤害,机器报错离合未闭,护士把注射器装在微泵上开始使用机器报错离合未闭机器故障超过使用年限报废,产品原因（包括说明书等）,机器报错离合未闭,及时发现未造成伤害,[CLS]及时发现未造成伤害[SEP]机器报错离合未闭[SEP]护士把注射器装在微泵上开始使用机器报错离合未闭机器故障超过使用年限报废[SEP],机器报错离合未闭,护士把注射器装在微泵上开始使用机器报错离合未闭机器故障超过使用年限报废,1经售后工程师拆机检查发现内部离合信号传递线束FPC线破损导致离合信号传递受阻引发报警2由于该设备已使用9年处于超预期使用状态长期临床使用导致FPC线老化破损无法正常进行信号传递
1274201022023000439,其他,[CLS]无伤害[SEP]夹注射器的螺丝钉坏了[SEP]夹注射器的螺丝钉坏了[SEP],无伤害,夹注射器的螺丝钉坏了,夹注射器的螺丝钉坏了,无法确定,null,无伤害,[CLS]无伤害[SEP]夹注射器的螺丝钉坏了[SEP]夹注射器的螺丝钉坏了[SEP],夹注射器的螺丝钉坏了,夹注射器的螺丝钉坏了,由于该设备已使用9年处于超预期使用状态长期临床使用频繁用力扭动紧固夹螺丝导致紧固夹螺丝松动无法正常固定注射泵
1162102022023000080,其他,[CLS]M210202_给药不足[SEP]D040504_输送不准[SEP]患者因劳累性胸闷气短2年余加重伴喘息3小时2023年8月19日11时06分入院诊断冠状动脉粥样硬化性心脏病急性非ST段抬高型心肌梗死PCI术后心功能III级高血压病II型糖尿病8月20日患者呼吸略促口唇中度紫绀测T364CP72次分R20次分BP9251毫米汞柱遵医嘱应用利尿合剂905给与生理盐水30ml呋塞米200mg另一路生理盐水44ml盐酸多巴胺60mg均以6小时泵入每小时巡视病房注射泵匀速泵入无警报提示1455输液泵报警查看药物泵入情况呋塞米组泵入结束多巴胺余5ml未结束报告医生停止多巴胺组泵入向患者做好解释工作余液废弃[SEP],M210202_给药不足,D040504_输送不准,患者因劳累性胸闷气短2年余加重伴喘息3小时2023年8月19日11时06分入院诊断冠状动脉粥样硬化性心脏病急性非ST段抬高型心肌梗死PCI术后心功能III级高血压病II型糖尿病8月20日患者呼吸略促口唇中度紫绀测T364CP72次分R20次分BP9251毫米汞柱遵医嘱应用利尿合剂905给与生理盐水30ml呋塞米200mg另一路生理盐水44ml盐酸多巴胺60mg均以6小时泵入每小时巡视病房注射泵匀速泵入无警报提示1455输液泵报警查看药物泵入情况呋塞米组泵入结束多巴胺余5ml未结束报告医生停止多巴胺组泵入向患者做好解释工作余液废弃,无法确定,1注射泵接近有效期利用率高磨损严重导致功能失调减慢2科室报修过此台注射泵修后未与新机器进行速度比对未做标注3两组药用50ml同时泵入差5ml不容易被发现,M210202_给药不足,[CLS]M210202_给药不足[SEP]D040504_输送不准[SEP]患者因劳累性胸闷气短2年余加重伴喘息3小时2023年8月19日11时06分入院诊断冠状动脉粥样硬化性心脏病急性非ST段抬高型心肌梗死PCI术后心功能III级高血压病II型糖尿病8月20日患者呼吸略促口唇中度紫绀测T364CP72次分R20次分BP9251毫米汞柱遵医嘱应用利尿合剂905给与生理盐水30ml呋塞米200mg另一路生理盐水44ml盐酸多巴胺60mg均以6小时泵入每小时巡视病房注射泵匀速泵入无警报提示1455输液泵报警查看药物泵入情况呋塞米组泵入结束多巴胺余5ml未结束报告医生停止多巴胺组泵入向患者做好解释工作余液废弃[SEP],D040504_输送不准,患者因劳累性胸闷气短2年余加重伴喘息3小时2023年8月19日11时06分入院诊断冠状动脉粥样硬化性心脏病急性非ST段抬高型心肌梗死PCI术后心功能III级高血压病II型糖尿病8月20日患者呼吸略促口唇中度紫绀测T364CP72次分R20次分BP9251毫米汞柱遵医嘱应用利尿合剂905给与生理盐水30ml呋塞米200mg另一路生理盐水44ml盐酸多巴胺60mg均以6小时泵入每小时巡视病房注射泵匀速泵入无警报提示1455输液泵报警查看药物泵入情况呋塞米组泵入结束多巴胺余5ml未结束报告医生停止多巴胺组泵入向患者做好解释工作余液废弃,由于该设备已使用5年处于超预期使用状态长期临床使用泵体有磨损情况导致使用一段时间出现实际流速比设定流速小的情况
1162101072023000218,其他,[CLS]患者无法接受治疗[SEP]设备停止运行中止治疗[SEP]给患者予胰岛素注射液泵入以降低患者血糖泵入过程中机器突然关机[SEP],患者无法接受治疗,设备停止运行中止治疗,给患者予胰岛素注射液泵入以降低患者血糖泵入过程中机器突然关机,无法确定,null,患者无法接受治疗,[CLS]患者无法接受治疗[SEP]设备停止运行中止治疗[SEP]给患者予胰岛素注射液泵入以降低患者血糖泵入过程中机器突然关机[SEP],设备停止运行中止治疗,给患者予胰岛素注射液泵入以降低患者血糖泵入过程中机器突然关机,由于该设备已使用5年处于超预期使用状态长期临床使用频繁对电池进行充放电使用电池老化无法储存满足正常工作需求的电量导致设备使用一段时间后关机
1406528012023000062,其他,[CLS]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP],科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,产品原因（包括说明书等）,null,科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,[CLS]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP]科室在使用时发现注射器夹断裂影响科室正常使用维修后正常[SEP],科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,科室在使用时发现注射器夹断裂影响科室正常使用维修后正常,经过分析和实验我们发现使用ABS硬塑料内嵌金属预埋件材质制作的捏柄在经过数万次捏合后可能会出现开裂现象在ABS中增加适量玻纤再按相同工艺制作捏柄做对比实验没有出现开裂现象推测ABS硬塑料内嵌金属预埋件材质强度不够造成捏柄开裂
1284318002023001110,其他,[CLS]无[SEP]使用过程中电池鼓包[SEP]使用过程中电池鼓包[SEP],无,使用过程中电池鼓包,使用过程中电池鼓包,产品原因（包括说明书等）,故障为电池原因,无,[CLS]无[SEP]使用过程中电池鼓包[SEP]使用过程中电池鼓包[SEP],使用过程中电池鼓包,使用过程中电池鼓包,由于该设备已使用5年处于超预期使用状态长期临床使用频繁对电池进行充放电使用导致电池老化出现鼓包现象且蓄电能力下降
1207403242023000278,其他,[CLS]未造成实际伤害[SEP]机器报警[SEP]机器报警[SEP],未造成实际伤害,机器报警,机器报警,无法确定,传感器故障,未造成实际伤害,[CLS]未造成实际伤害[SEP]机器报警[SEP]机器报警[SEP],机器报警,机器报警,1经过拆机检查发现压力传感器出现故障造成误报警2由于此台注射泵已在医院使用超过9年处于超预期使用状态压力传感器因老化而发生故障
1253717032023000552,其他,[CLS]null[SEP]科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完[SEP]20230808科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完通知设备科工程师到场进行检修[SEP],null,科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完,20230808科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完通知设备科工程师到场进行检修,产品原因（包括说明书等）,科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完通知设备科工程师到场进行检修,null,[CLS]null[SEP]科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完[SEP]20230808科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完通知设备科工程师到场进行检修[SEP],科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完,20230808科室工作人员在使用前对设备检查时候发现设备注射完后有液体未注射完通知设备科工程师到场进行检修,由于医院长期未进行注射器校准设备内存储的注射器参数与实际上泵的注射器参数不一致设备无法正常控制注射器管路内液体流速导致实际流速小于设定流速注射完成后残余量大
1277403632023000129,其他,[CLS]null[SEP]无法开机[SEP]正常使用无法开机[SEP],null,无法开机,正常使用无法开机,无法确定,null,null,[CLS]null[SEP]无法开机[SEP]正常使用无法开机[SEP],无法开机,正常使用无法开机,1经售后工程师检查该设备电源线外表皮破损故分析为内部电线在失去外表皮的保护后断裂无法正常为设备传递电量2设备电源线外表皮破损的原因分析为医院临床使用时频繁拉扯弯折电源线导致电源线外表皮受张力作用破裂
1277403632023000133,其他,[CLS]null[SEP]流速不准[SEP]正常使用正常设置参数发现药液流速不准[SEP],null,流速不准,正常使用正常设置参数发现药液流速不准,无法确定,null,null,[CLS]null[SEP]流速不准[SEP]正常使用正常设置参数发现药液流速不准[SEP],流速不准,正常使用正常设置参数发现药液流速不准,由于医院长期未进行注射器校准设备内存储的注射器参数与实际上泵的注射器参数不一致设备无法正常控制注射器管路内液体流速导致实际流速大于设定流速
